iter	Logloss
213	0.4030075229
214	0.4029536383
215	0.4027792542
216	0.4026349978
217	0.4024996542
218	0.4023337838
219	0.4022372884
220	0.4020587269
221	0.4019743895
222	0.4019092762
223	0.4017995086
224	0.4017315977
225	0.4016649806
226	0.4015669422
227	0.4014084458
228	0.4013200816
229	0.4012732928
230	0.4011581378
231	0.4011126976
232	0.4010260382
233	0.4008638841
234	0.4007804309
235	0.4006719658
236	0.4005779043
237	0.4004255112
238	0.4003882231
239	0.400218744
240	0.4001314552
241	0.4000233583
242	0.3998673166
243	0.3998072849
244	0.3997173793
245	0.3995366373
246	0.3994308192
247	0.3993692698
248	0.399262869
249	0.3991362946
250	0.3990569928
251	0.3990202141
252	0.3989365685
253	0.3988090066
254	0.3987315672
255	0.3986530396
256	0.398570665
257	0.3984612359
258	0.3983934879
259	0.3983535197
260	0.3982604343
261	0.3981778062
262	0.3980482637
263	0.3978959063
264	0.3977970005
265	0.3977222776
266	0.3975991807
267	0.3974925756
268	0.3974104335
269	0.3972470845
270	0.3971237088
271	0.3970657087
272	0.3969650782
273	0.3968340967
274	0.3967504232
275	0.3966413292
276	0.3964526971
277	0.3963563725
278	0.3962705399
279	0.396207758
280	0.3961251584
281	0.3959790183
282	0.3958158308
283	0.3957680848
284	0.395710935
285	0.3956221909
286	0.3955194364
287	0.3953922744
288	0.3952836842
289	0.3952348753
290	0.3951325886
291	0.3950319045
292	0.394966156
293	0.394789158
294	0.3946447753
295	0.3945144791
296	0.3943920853
297	0.3942842212
298	0.3941891457
299	0.3940490366
300	0.3939474138
301	0.3938726613
302	0.3937771585
303	0.3936229987
304	0.3935561993
305	0.3934067694
306	0.3933029442
307	0.3932569491
308	0.3932010453
309	0.3931347289
310	0.3930489978
311	0.3929691465
312	0.392846635
313	0.3926979304
314	0.3926131528
315	0.3925057572
316	0.392305432
317	0.3921538808
318	0.392017005
319	0.3919141976
320	0.3918463242
321	0.3917980754
322	0.3917088926
323	0.3916142498
324	0.3915531927
325	0.3914896642
326	0.3914188356
327	0.3913123692
328	0.3911739963
329	0.3910977019
330	0.3910161672
331	0.3909777943
332	0.3908732685
333	0.3907642504
334	0.3906922328
335	0.3905592111
336	0.390483662
337	0.3903718616
338	0.390237371
339	0.3900166346
340	0.3898696104
341	0.3897777383
342	0.3896047972
343	0.3894988908
344	0.3893746178
345	0.3892242046
346	0.3891026238
347	0.3890402328
348	0.3889929446
349	0.3889302734
350	0.3888539297
351	0.3887623864
352	0.3885905415
353	0.3883900398
354	0.3882764547
355	0.3881625346
356	0.3880359196
357	0.3879713113
358	0.3878787078
359	0.387715686
360	0.38766306
361	0.3875769439
362	0.3874865574
363	0.3873773195
364	0.3872886759
365	0.3871893896
366	0.3871105818
367	0.3869461272
368	0.3868442806
369	0.3867274858
370	0.3866608007
371	0.3865408773
372	0.3864302514
373	0.3862068998
374	0.3861545151
375	0.3860732252
376	0.3859648864
377	0.3858888519
378	0.3857960983
379	0.3856089681
380	0.3854747887
381	0.3853427978
382	0.385243909
383	0.3851320518
384	0.3850059079
385	0.3848983883
386	0.3848283278
387	0.3847369975
388	0.3846696077
389	0.3845573058
390	0.3844889831
391	0.3844085015
392	0.3843078942
393	0.3842387982
394	0.3841303739
395	0.3840627496
396	0.3839241011
397	0.3838329971
398	0.3837078523
399	0.383585742
400	0.3834495483
401	0.383326093
402	0.3832126205
403	0.3830820089
404	0.3830186106
405	0.382857393
406	0.3827379644
407	0.3826521619
408	0.3825609662
409	0.3824538821
410	0.3823911177
411	0.3823213709
412	0.3822018781
413	0.382131138
414	0.3820361819
415	0.3818891387
416	0.3817818271
417	0.3817263495
418	0.3816262109
419	0.3815178683
420	0.3814454235
421	0.3813179741
422	0.3812697432
423	0.3810706408
424	0.38095112
425	0.3808699617
426	0.3808111247
427	0.3807237724
428	0.3805964896
429	0.3804809308
430	0.3803869037
431	0.3802976459
432	0.3801376904
433	0.3800378697
434	0.3798711247
435	0.3797281142
436	0.3796033041
437	0.3794875564
438	0.3794604066
439	0.3793172451
440	0.3792076412
441	0.3791466743
442	0.3789879675
443	0.3789115557
444	0.3787941554
445	0.3786093901
446	0.3784002562
447	0.3782519078
448	0.3781591397
449	0.3780166849
450	0.3779415732
451	0.3777277868
452	0.3776493231
453	0.3775423296
454	0.3774775278
455	0.3773235468
456	0.3772102291
457	0.3771432206
458	0.3769905301
459	0.3768891901
460	0.3768291469
461	0.3766768075
462	0.376508921
463	0.3763929899
464	0.3763246529
465	0.3762547881
466	0.3761152092
467	0.3760496041
468	0.3759562237
469	0.3758576213
470	0.3757910547
471	0.3756966747
472	0.3755668031
473	0.3755304499
474	0.3754240988
475	0.3752749304
476	0.3751392056
477	0.3750739296
478	0.3749336708
479	0.3748527989
480	0.374729125
481	0.3745885369
482	0.3744496847
483	0.3743526367
484	0.3742425871
485	0.3741997659
486	0.3741283272
487	0.3740102903
488	0.3738981844
489	0.373795542
490	0.3737015362
491	0.3736522309
492	0.3735212043
493	0.3733620838
494	0.3732844776
495	0.3731030168
496	0.372952292
497	0.3729115604
498	0.3727570377
499	0.3726454476
500	0.3725206226
501	0.3724396999
502	0.3723693988
503	0.3722485595
504	0.3721170748
505	0.3719650661
506	0.3718242018
507	0.3717457388
508	0.3716041635
509	0.371522387
510	0.3714157808
511	0.3712940137
512	0.3712476034
513	0.3711571578
514	0.371098874
515	0.3709324845
516	0.3708486401
517	0.3706999802
518	0.3706131513
519	0.3705111279
520	0.3703792976
521	0.3702696703
522	0.3701396475
523	0.3700233397
524	0.3699609792
525	0.3699027867
526	0.3697942424
527	0.3696464317
528	0.3695687187
529	0.3695208684
530	0.3694369074
531	0.3693443244
532	0.3692031685
533	0.3690186492
534	0.368910712
535	0.368814306
536	0.3687165139
537	0.3686405858
538	0.3684862999
539	0.3683611042
540	0.3682518959
541	0.3681783124
542	0.368100079
543	0.3679550877
544	0.3678364439
545	0.367694599
546	0.3675347854
547	0.3674239373
548	0.3673283054
549	0.3672176069
550	0.3671179431
551	0.3670340898
552	0.3669375691
553	0.3668695016
554	0.366810359
555	0.3667137497
556	0.366619374
557	0.3665299148
558	0.3664175019
559	0.3662840437
560	0.3661518979
561	0.3661490552
562	0.3660400624
563	0.3659786357
564	0.3659490185
565	0.3657780277
566	0.3657180938
567	0.3656243773
568	0.3654973274
569	0.3654058495
570	0.3653145578
571	0.3652312957
572	0.3651668229
573	0.3650333613
574	0.3648991429
575	0.3647700869
576	0.364692526
577	0.3645907649
578	0.3645255001
579	0.3644415417
580	0.3643341141
581	0.3642807627
582	0.3641883921
583	0.3641747256
584	0.3640802073
585	0.3639299123
586	0.3638684624
587	0.3638050047
588	0.3637437717
589	0.3636521369
590	0.363578677
591	0.3634559328
592	0.3633261061
593	0.363219461
594	0.3631222955
595	0.3630047914
596	0.3628840767
597	0.3627508388
598	0.3626077297
599	0.3624434975
600	0.3623743201
601	0.3621816294
602	0.3620506913
603	0.3619425663
604	0.3618968846
605	0.3617330664
606	0.361674926
607	0.3615638952
608	0.3614620336
609	0.3613454161
610	0.3612563095
611	0.3611617356
612	0.361086305
613	0.3609888909
614	0.3609119802
615	0.360806701
616	0.3607061629
617	0.3606921144
618	0.360592384
619	0.3605414393
620	0.3604628495
621	0.3603774863
622	0.3602783132
623	0.3601854587
624	0.3600688513
625	0.3599478426
626	0.3598860549
627	0.3597447517
628	0.3596688859
629	0.3595686811
630	0.3595232627
631	0.3594713985
632	0.3593758355
633	0.3593117834
634	0.3591607706
635	0.3590951373
636	0.3590035524
637	0.3589161868
638	0.3588363847
639	0.3587257134
640	0.3586266796
641	0.3585395519
642	0.3584478782
643	0.3583274131
644	0.3582805091
645	0.3582109334
646	0.3581609946
647	0.3580344243
648	0.3579216337
649	0.3578549894
650	0.3577490749
651	0.3576555047
652	0.3575026166
653	0.3574298748
654	0.3572636718
655	0.3571556493
656	0.3570366926
657	0.3569463334
658	0.3568899571
659	0.3567458639
660	0.3566711517
661	0.3565759093
662	0.3565183378
663	0.356381852
664	0.3562788513
665	0.3562051214
666	0.3560856131
667	0.356000087
668	0.3558577112
669	0.3558072726
670	0.3556685414
671	0.3556020754
672	0.3555287885
673	0.3554251281
674	0.3553172161
675	0.3552381071
676	0.3551031339
677	0.3550224279
678	0.3549882058
679	0.3548776026
680	0.3548213797
681	0.3547387943
682	0.3546225967
683	0.3545766075
684	0.3544959989
685	0.3543547056
686	0.3542782188
687	0.3541778714
688	0.3540989588
689	0.3540210885
690	0.353921989
691	0.3538878572
692	0.353787501
693	0.3537051529
694	0.3536026026
695	0.3535073346
696	0.3534682704
697	0.3533943153
698	0.3533005417
699	0.3531524653
700	0.3530545208
701	0.3529501869
702	0.3529153836
703	0.3528588393
704	0.3527357109
705	0.352646902
706	0.352598865
707	0.3524942036
708	0.3524195105
709	0.3523447237
710	0.3522752748
711	0.3521728869
712	0.3520580128
713	0.3519421569
714	0.3518554489
715	0.3517885586
716	0.3517342869
717	0.3516736526
718	0.3516110051
719	0.3515015963
720	0.3514071617
721	0.3513421978
722	0.3512656427
723	0.3511380492
724	0.3510222871
725	0.3509568018
726	0.3508365307
727	0.3507752597
728	0.3506549029
729	0.3505972711
730	0.3505689673
731	0.3504613171
732	0.350283817
733	0.350184595
734	0.3501428809
735	0.3500770413
736	0.3500584819
737	0.3499476996
738	0.3499215847
739	0.3498055156
740	0.3497850992
741	0.3497612431
742	0.3497112337
743	0.3496389962
744	0.3495418081
745	0.3494658227
746	0.3493388132
747	0.3492386812
748	0.349135909
749	0.3490691186
750	0.3489775152
751	0.3489310475
752	0.348865811
753	0.3487838841
754	0.3486920704
755	0.3485559358
756	0.3484773224
757	0.3483763958
758	0.3482779894
759	0.3482758925
760	0.3481364442
761	0.3480744931
762	0.3480259135
763	0.3478794512
764	0.3478243082
765	0.3477107276
766	0.3476679656
767	0.3476052316
768	0.3475521052
769	0.3474756008
770	0.3474226731
771	0.3473669343
772	0.3472505236
773	0.3472067215
774	0.3471802871
775	0.3470219202
776	0.3469773619
777	0.3468840513
778	0.3467726356
779	0.3466261055
780	0.3465165805
781	0.3464430772
782	0.3464195068
783	0.346260255
784	0.3461701795
785	0.3460815007
786	0.345987491
787	0.3459208643
788	0.3458411965
789	0.3456541129
790	0.3455706807
791	0.3454543441
792	0.3453679465
793	0.3452590962
794	0.3451638222
795	0.3450406341
796	0.344934535
797	0.3448802182
798	0.3448459524
799	0.3447335737
800	0.3446522815
801	0.3446310829
802	0.3445607881
803	0.3444529099
804	0.344336193
805	0.344295994
806	0.3442478353
807	0.3441865133
808	0.3441146565
809	0.3440032254
810	0.3438658396
811	0.3437779806
812	0.3437437872
813	0.3436463637
814	0.3435794826
815	0.3434813493
816	0.3434028076
817	0.3433677202
818	0.3433339246
819	0.3432863447
820	0.3432768965
821	0.3431734598
822	0.3430467339
823	0.3429358569
824	0.3428698558
825	0.342760252
826	0.3427135421
827	0.3426044538
828	0.3425592779
829	0.3425011833
830	0.3424018301
831	0.3423348153
832	0.3423270149
833	0.3422510914
834	0.3421705099
835	0.3421682978
836	0.3420600966
837	0.3420322267
838	0.3419589227
839	0.3418976419
840	0.3418386075
841	0.341803632
842	0.3416886199
843	0.3416100106
844	0.3415269136
845	0.3415038679
846	0.3413881433
847	0.3413088288
848	0.3413068578
849	0.3412232842
850	0.3412025501
851	0.3411402311
852	0.3410042194
853	0.340941927
854	0.3409042817
855	0.3408160064
856	0.3407338589
857	0.3406693072
858	0.3406083332
859	0.3405474924
860	0.340469243
861	0.3403935741
862	0.340253684
863	0.3401708062
864	0.3400777196
865	0.3400159837
866	0.3399951594
867	0.339903731
868	0.3398504544
869	0.3397435449
870	0.3396650792
871	0.3395120156
872	0.3394210727
873	0.3393251673
874	0.3392277998
875	0.3391612723
876	0.3390768119
877	0.3390197556
878	0.3388957312
879	0.3388338105
880	0.3387467951
881	0.3386991933
882	0.3386030945
883	0.338601157
884	0.3385048643
885	0.3384104692
886	0.338324878
887	0.3381722439
888	0.3380289146
889	0.3378964877
890	0.3377807174
891	0.3377018024
892	0.3376466074
893	0.3375326892
894	0.337517111
895	0.3374240141
896	0.3373679723
897	0.3372712834
898	0.3372028045
899	0.337134657
900	0.3370510418
901	0.3369662532
902	0.3368804036
903	0.3367864786
904	0.3366896864
905	0.3366391521
906	0.3365836961
907	0.3364589671
908	0.3363905838
909	0.3362549776
910	0.3361650596
911	0.3361173032
912	0.3359846926
913	0.3359628779
914	0.3358839674
915	0.3358307416
916	0.3358172101
917	0.335746453
918	0.3356223676
919	0.335546816
920	0.3354564889
921	0.3354046438
922	0.3352656455
923	0.3352140975
924	0.3351488474
925	0.335019399
926	0.3349644344
927	0.3349036046
928	0.3348231368
929	0.3347350531
930	0.3346368887
931	0.3345771473
932	0.3345604684
933	0.3344736514
934	0.3344152796
935	0.3343289639
936	0.3342102728
937	0.3341267897
938	0.3340864112
939	0.334006751
940	0.3339335916
941	0.3338913706
942	0.3337917108
943	0.3337299146
944	0.3336331752
945	0.3335097592
946	0.3334367527
947	0.333348126
948	0.3332469871
949	0.3331087033
950	0.3330482367
951	0.33304673
952	0.332978206
953	0.3328456283
954	0.3328081091
955	0.3326877474
956	0.3326326524
957	0.3326029927
958	0.3324956365
959	0.3324385567
960	0.3323394918
961	0.3322646239
962	0.332185966
963	0.3320758837
964	0.3319729751
965	0.3318899515
966	0.3317918683
967	0.3316344605
968	0.3315825451
969	0.3315000918
970	0.3314082291
971	0.3313138435
972	0.3312382346
973	0.3312159323
974	0.3311312728
975	0.3310400805
976	0.3309768539
977	0.3309724103
978	0.3309086467
979	0.3307902642
980	0.3307148297
981	0.3306222773
982	0.3306133444
983	0.3305143532
984	0.3303877294
985	0.3303139103
986	0.3302366206
987	0.330151904
988	0.3300915509
989	0.3299663389
990	0.3298944846
991	0.3297802871
992	0.3297138197
993	0.3296093016
994	0.3295469079
995	0.3294844287
996	0.3293555098
997	0.3292853011
998	0.3291793821
999	0.3291445836

